"","CodeNames","CodeNums","FullNames","Sums"
"1","",0,"Dacryodes-type"," "
"2","",0,"Diospyros"," "
"3","",0,"Alchornea"," "
"4","",0,"Antidesma-type"," "
"5","",0,"Pentaclethra macrophylla"," "
"6","",0,"Pycnanthus"," "
"7","",0,"Syzygium"," "
"8","",0,"Commelina-type benghalensis"," "
"9","",0,"Liguliflorae"," "
"10","",0,"Sapotaceae"," "
"11","",0,"Gramineae"," "
"12","",0,"Elaeis guineensis"," "
"13","",0,"Tubuliflorae"," "
"14","",0,"Tapinanthus-type"," "
"15","",0,"Acridocarpus"," "
"16","",0,"Celastraceae"," "
"17","",0,"Indetermines"," "
"18","",0,"Indeterminables"," "
"19","",0,"Croton-type"," "
"20","",0,"Tetrorchidium"," "
"21","",0,"Cyperaceae"," "
"22","",0,"Monocotyledoneae"," "
"23","",0,"Anthocleista"," "
"24","",0,"Moraceae"," "
"25","",0,"Ficus"," "
"26","",0,"Campylospermum"," "
"27","",0,"Tiliaceae"," "
"28","",0,"Rubiaceae"," "
"29","",0,"Typha"," "
"30","",0,"Monoletes"," "
"31","",0,"Triletes"," "
"32","",0,"Caesalpinioideae"," "
"33","",0,"Vernonieae"," "
"34","",0,"Euphorbia"," "
"35","",0,"Margaritaria-type discoidea"," "
"36","",0,"Phyllanthus-type niruri"," "
"37","",0,"Psorospermum febrifugum-type"," "
"38","",0,"Hymenocardia"," "
"39","",0,"Iodes"," "
"40","",0,"Leguminosae"," "
"41","",0,"Hugonia-type platysepala"," "
"42","",0,"Flabellaria-type paniculata"," "
"43","",0,"Entandrophragma-type"," "
"44","",0,"Entada-type"," "
"45","",0,"Tetrapleura tetraptera-type"," "
"46","",0,"Trilepisium-type madagascariensis"," "
"47","",0,"Nymphaea lotus-type"," "
"48","",0,"Polygonum senegalense-type"," "
"49","",0,"Parinari-type"," "
"50","",0,"Aidia-type micrantha"," "
"51","",0,"Canthium subcordatum-type"," "
"52","",0,"Canthium schimperianum-type"," "
"53","",0,"Pausinystalia-type macroceras"," "
"54","",0,"Paullinia pinnata"," "
"55","",0,"Holoptelea grandis"," "
"56","",0,"Trema-type orientalis"," "
"57","",0,"Verbenaceae"," "
"58","",0,"Cissus-type quadrangularis"," "
"59","",0,"Lygodium microphyllum"," "
"60","",0,"Achyranthes-type aspera"," "
"61","",0,"Cordia africana-type"," "
"62","",0,"Crudia-type gabonensis"," "
"63","",0,"Cleistanthus-type"," "
"64","",0,"Papilionoideae"," "
"65","",0,"Urticaceae"," "
"66","",0,"Anacardiaceae"," "
"67","",0,"Celtis"," "
"68","",0,"Combretaceae"," "
"69","",0,"Euphorbiaceae"," "
"70","",0,"Labiatae"," "
"71","",0,"Lannea-type"," "
"72","",0,"Phoenix reclinata"," "
"73","",0,"Sapindaceae"," "
"74","",0,"Caryophyllaceae"," "
"75","",0,"Hymenostegia-type pellegrini"," "
"76","",0,"Dichondra-type micrantha"," "
"77","",0,"Melastomataceae"," "
"78","",0,"Alternanthera"," "
"79","",0,"Ceiba pentandra"," "
"80","",0,"Mimosoideae"," "
"81","",0,"Mimosa pigra"," "
"82","",0,"Vigna-type"," "
"83","",0,"Cussonia"," "
"84","",0,"Martretia quadricornis"," "
"85","",0,"Macaranga-type"," "
"86","",0,"Podocarpus latifolius"," "
"87","",0,"Acanthus"," "
"88","",0,"Monolete verrucate spores"," "
"89","",0,"Trilete verrucate spores"," "
"90","",0,"Zanthoxylum-type"," "
"91","",0,"Antrocaryon"," "
"92","",0,"Alstonia-type boonei"," "
"93","",0,"Ehretia cymosa"," "
"94","",0,"Gilbertiodendron-type mayombense"," "
"95","",0,"Julbernardia seretii-type"," "
"96","",0,"Scorodophloeus zenkeri-type"," "
"97","",0,"Bridelia ferruginea-type"," "
"98","",0,"Uapaca guineensis-type"," "
"99","",0,"Calpocalyx-type klainei"," "
"100","",0,"Myrianthus-type arboreus"," "
"101","",0,"Raphia-type"," "
"102","",0,"Pterocarpus-type angolensis"," "
"103","",0,"Hallea-type stipulosa"," "
"104","",0,"Zanthoxylum gilletii"," "
"105","",0,"Ganophyllum giganteum"," "
"106","",0,"Irvingia-type gabonensis"," "
"107","",0,"Bombax buonopozense-type"," "
"108","",0,"Phyllanthus muellerianthus-type"," "
"109","",0,"Hua gabonese"," "
"110","",0,"Teclea-type"," "
"111","Chron1",0,"Sample age"," "
"112","Chron10",0,"Sample age"," "
"113","Chron20",0,"Sample age"," "
